store_id,shelf_id,sku_id,facings
3000,81,50905,1
3000,81,50937,1
3000,81,50457,1
3000,81,50596,1
3000,81,50475,1
3000,82,50185,1
3000,82,50501,2
3000,82,50830,1
3000,82,50001,2
3000,82,50165,1
3000,82,50752,1
3000,82,50687,1
3000,82,50922,1
3000,83,50710,1
3000,83,50965,2
3000,83,50127,1
3000,83,50400,2
3000,83,50947,1
3000,84,50613,2
3000,84,50976,1
3000,84,50847,1
3000,84,50558,1
3000,84,50215,1
3000,84,50696,1
3000,84,50320,2
3000,84,50591,2
3000,85,50103,1
3000,85,50154,2
3000,85,50902,1
3000,85,50454,1
3000,85,50747,1
3000,86,50310,1
3000,86,50586,1
3000,86,50974,1
3000,86,50582,2
3000,86,50614,2
3000,87,50765,1
3000,87,50643,1
3000,87,50936,1
3000,87,50730,1
3000,87,50928,1
3000,88,50214,1
3000,88,50540,1
3000,88,50700,1
3000,88,50608,2
3000,88,50213,2
3000,88,50756,2
3000,89,50192,1
3000,89,50785,1
3000,89,50197,1
3000,89,50926,2
3000,89,50023,2
3000,89,50329,1
3000,90,50864,1
3000,90,50186,1
3000,90,50463,1
3000,90,50556,2
3000,90,50054,1
3000,90,50031,1
3000,91,50579,1
3000,91,50979,1
3000,91,50593,1
3000,91,50102,2
3000,92,50230,2
3000,92,50164,1
3000,92,50004,1
3000,92,50972,1
3000,92,50996,1
3000,92,50287,1
3000,92,50551,1
3000,93,50417,1
3000,93,50410,2
3000,93,50188,2
3000,93,50273,1
3000,93,50859,1
3000,93,50293,1
3000,94,50237,1
3000,94,50435,1
3000,94,50545,1
3000,94,50809,1
3000,94,50842,1
3000,94,50283,1
3000,94,50202,2
3000,95,50729,1
3000,95,50302,1
3000,95,50627,1
3000,95,50129,1
3000,95,50010,2
3000,95,50087,2
3000,95,50516,1
3000,95,50625,2
3000,95,50872,2
3000,96,50049,2
3000,96,50479,1
3000,96,50407,1
3000,96,50531,1
3000,96,50114,1
3000,96,50100,1
3000,97,50433,1
3000,97,50446,1
3000,97,50123,1
3000,97,50232,2
3000,97,50532,1
3000,97,50920,1
3000,97,50182,1
3000,98,50526,1
3000,98,50408,2
3000,98,50884,1
3000,98,50509,1
3000,99,50629,1
3000,99,50806,1
3000,99,50304,1
3000,99,50216,1
3000,99,50101,1
3000,100,50978,2
3000,100,50598,1
3000,100,50070,1
3000,100,50823,2
3000,100,50450,1
3000,101,50699,1
3000,101,50376,1
3000,101,50829,2
3000,101,50005,1
3000,101,50405,1
3000,101,50817,1
3000,102,50094,2
3000,102,50380,1
3000,102,50639,2
3000,102,50257,1
3000,102,50383,1
3000,102,50242,1
3000,103,50758,1
3000,103,50753,1
3000,103,50235,1
3000,103,50774,1
3000,103,50311,1
3000,103,50812,1
3000,103,50323,1
3000,104,50757,2
3000,104,50840,1
3000,104,50934,1
3000,104,50690,2
3000,104,50935,2
3000,105,50870,1
3000,105,50797,1
3000,105,50630,1
3000,105,50104,1
3000,105,50059,1
3000,105,50573,1
3000,106,50305,1
3000,106,50035,2
3000,106,50815,1
3000,106,50772,1
3000,107,50438,2
3000,107,50162,1
3000,107,50019,1
3000,107,50742,2
3000,107,50157,1
3000,107,50560,2
3000,107,50607,1
3000,108,50720,1
3000,108,50981,1
3000,108,50761,1
3000,108,50645,1
3000,108,50255,1
3000,109,50651,1
3000,109,50079,1
3000,109,50375,2
3000,109,50714,1
3000,109,50343,2
3000,109,50949,2
3000,110,50682,2
3000,110,50877,1
3000,110,50445,1
3000,110,50703,1
3000,110,50241,1
3000,110,50906,1
3000,111,50105,2
3000,111,50471,1
3000,111,50559,1
3000,111,50169,1
3000,112,50478,1
3000,112,50200,1
3000,112,50473,2
3000,112,50068,1
3000,112,50290,2
3000,112,50256,1
3000,112,50136,1
3000,113,50110,1
3000,113,50517,1
3000,113,50891,1
3000,113,50158,1
3000,113,50867,1
3000,113,50167,1
3000,114,50893,1
3000,114,50006,1
3000,114,50171,1
3000,114,50631,1
3000,115,50316,1
3000,115,50528,1
3000,115,50427,1
3000,115,50084,1
3000,115,50495,2
3000,116,50492,1
3000,116,50319,1
3000,116,50973,1
3000,116,50991,1
3000,116,50156,2
3000,116,50977,1
3000,117,50267,1
3000,117,50719,1
3000,117,50421,1
3000,117,50525,2
3000,117,50280,1
3000,117,50045,1
3000,118,50912,1
3000,118,50515,1
3000,118,50611,1
3000,118,50294,2
3000,118,50632,1
3000,118,50835,1
3000,119,50792,1
3000,119,50592,2
3000,119,50419,1
3000,119,50527,1
3000,119,50923,1
3000,119,50819,1
3000,119,50567,2
3000,120,50448,1
3000,120,50108,1
3000,120,50464,1
3000,120,50537,1
3000,120,50175,1
3000,120,50344,1
3000,121,50900,1
3000,121,50929,1
3000,121,50455,1
3000,121,50825,1
3000,121,50403,1
3000,121,50439,1
3000,121,50379,1
3000,122,50401,1
3000,122,50985,2
3000,122,50745,2
3000,122,50862,1
3000,122,50190,2
3000,122,50961,1
3000,122,50205,1
3000,123,50570,1
3000,123,50372,1
3000,123,50066,1
3000,123,50953,1
3000,123,50008,1
3000,123,50493,2
3000,124,50599,1
3000,124,50139,1
3000,124,50488,1
3000,124,50820,1
3000,124,50248,2
3000,124,50073,1
3000,124,50297,1
3000,125,50563,1
3000,125,50330,1
3000,125,50868,1
3000,125,50927,1
3000,125,50768,1
3000,126,50322,2
3000,126,50767,1
3000,126,50259,1
3000,126,50764,1
3000,126,50942,1
3000,126,50837,1
3000,127,50933,1
3000,127,50502,2
3000,127,50474,1
3000,127,50266,1
3000,127,50487,1
3000,127,50669,1
3000,128,50520,1
3000,128,50507,2
3000,128,50424,1
3000,128,50195,1
3000,128,50307,1
3000,128,50097,1
3000,129,50153,1
3000,129,50680,1
3000,129,50748,1
3000,129,50510,1
3000,129,50187,2
3000,130,50286,1
3000,130,50960,1
3000,130,50766,2
3000,130,50780,2
3000,130,50406,1
3000,131,50776,2
3000,131,50801,1
3000,131,50640,2
3000,131,50722,1
3000,131,50191,1
3000,131,50093,1
3000,132,50726,1
3000,132,50141,1
3000,132,50841,1
3000,132,50236,2
3000,132,50649,1
3000,132,50858,2
3000,133,50482,1
3000,133,50799,1
3000,133,50650,1
3000,133,50547,1
3000,133,50038,2
3000,133,50848,1
3000,133,50092,1
3000,133,50075,1
3000,134,50281,2
3000,134,50022,1
3000,134,50181,2
3000,134,50422,1
3000,134,50082,1
3000,134,50458,1
3000,135,50238,1
3000,135,50268,2
3000,135,50120,1
3000,135,50251,1
3000,136,50506,1
3000,136,50500,1
3000,136,50755,1
3000,136,50968,1
3000,136,50642,1
3000,136,50288,1
3000,136,50270,1
3000,137,50855,1
3000,137,50638,1
3000,137,50534,1
3000,137,50209,1
3000,137,50044,1
3000,138,50015,1
3000,138,50664,1
3000,138,50971,1
3000,138,50994,1
3000,138,50414,1
3000,138,50594,1
3000,138,50883,1
3000,139,50168,1
3000,139,50303,1
3000,139,50990,1
3000,139,50207,1
3000,139,50787,1
3000,140,50562,1
3000,140,50585,1
3000,140,50245,1
3000,140,50683,1
3000,140,50138,1
3000,141,50814,1
3000,141,50880,2
3000,141,50917,1
3000,141,50849,1
3000,141,50325,1
3000,142,50490,1
3000,142,50866,1
3000,142,50430,1
3000,142,50021,1
3000,142,50449,1
3000,142,50746,2
3000,142,50201,1
3000,142,50198,1
3000,143,50723,1
3000,143,50759,1
3000,143,50898,1
3000,143,50298,1
3000,144,50443,1
3000,144,50053,1
3000,144,50374,1
3000,144,50808,1
3000,145,50378,1
3000,145,50096,1
3000,145,50529,1
3000,145,50151,1
3000,145,50335,2
3000,145,50805,2
3000,146,50440,1
3000,146,50386,1
3000,146,50609,1
3000,146,50667,1
3000,146,50453,1
3000,146,50879,1
3000,147,50931,2
3000,147,50326,1
3000,147,50441,1
3000,147,50312,1
3000,148,50391,1
3000,148,50324,1
3000,148,50328,1
3000,148,50691,1
3000,148,50225,1
3000,149,50521,1
3000,149,50538,1
3000,149,50057,1
3000,149,50111,1
3000,149,50321,2
3000,149,50193,2
3000,149,50662,1
3000,150,50523,1
3000,150,50058,2
3000,150,50060,2
3000,150,50619,1
3000,150,50633,1
3000,150,50412,1
3000,150,50716,1
3000,150,50995,1
3000,150,50924,1
3000,151,50331,1
3000,151,50648,1
3000,151,50364,2
3000,151,50332,1
3000,152,50249,1
3000,152,50399,1
3000,152,50254,2
3000,152,50533,1
3000,152,50666,1
3000,152,50143,1
3000,153,50349,1
3000,153,50219,1
3000,153,50550,1
3000,153,50265,1
3000,154,50112,1
3000,154,50895,2
3000,154,50080,1
3000,154,50088,2
3000,154,50795,2
3000,154,50698,1
3000,154,50355,1
3000,154,50938,1
3000,155,50590,1
3000,155,50029,1
3000,155,50041,1
3000,155,50843,1
3000,155,50674,1
3000,155,50583,1
3000,155,50539,1
3000,156,50831,2
3000,156,50429,1
3000,156,50544,2
3000,156,50428,1
3000,156,50660,2
3000,156,50481,2
3000,156,50708,1
3000,157,50264,2
3000,157,50676,1
3000,157,50393,1
3000,157,50442,1
3000,157,50603,1
3000,157,50106,2
3000,157,50130,1
3000,157,50788,1
3000,158,50552,2
3000,158,50878,1
3000,158,50605,1
3000,158,50911,1
3000,158,50678,1
3000,158,50362,1
3000,159,50128,1
3000,159,50085,1
3000,159,50970,1
3000,159,50170,1
3000,159,50135,1
3000,160,50863,1
3000,160,50828,2
3000,160,50982,2
3000,160,50480,1
3000,160,50465,1
3000,160,50155,1
3000,161,50228,1
3000,161,50063,1
3000,161,50673,1
3000,162,50434,1
3000,162,50260,1
3000,162,50373,1
3000,162,50107,1
3000,162,50046,1
3000,162,50957,1
3000,163,50276,1
3000,163,50173,1
3000,163,50262,2
3000,163,50133,1
3000,163,50944,1
3000,163,50124,2
3000,164,50140,1
3000,164,50382,1
3000,164,50091,2
3000,164,50839,1
3000,164,50357,1
3000,165,50658,2
3000,165,50571,1
3000,165,50208,1
3000,165,50148,1
3000,165,50334,1
3000,165,50296,1
3000,165,50423,1
3000,166,50782,1
3000,166,50962,1
3000,166,50486,1
3000,166,50098,2
3000,166,50751,1
3000,167,50959,1
3000,167,50467,2
3000,167,50392,1
3000,167,50654,1
3000,167,50892,1
3000,167,50099,1
3000,168,50459,1
3000,168,50145,1
3000,168,50803,1
3000,168,50712,2
3000,168,50413,1
3000,169,50072,1
3000,169,50016,1
3000,169,50418,1
3000,169,50784,2
3000,169,50396,1
3000,169,50119,2
3000,169,50466,1
3000,170,50061,2
3001,1,50125,1
3001,1,50823,2
3001,1,50708,1
3001,1,50314,1
3001,1,50004,1
3001,1,50528,1
3001,2,50759,1
3001,2,50664,1
3001,2,50191,1
3001,2,50425,2
3001,2,50447,1
3001,2,50465,1
3001,3,50092,1
3001,3,50744,1
3001,3,50496,2
3001,3,50436,1
3001,3,50960,1
3001,3,50389,1
3001,3,50013,2
3001,4,50117,2
3001,4,50291,1
3001,4,50208,1
3001,4,50185,1
3001,4,50771,2
3001,4,50568,1
3001,4,50404,1
3001,4,50791,1
3001,5,50412,1
3001,5,50586,1
3001,5,50091,2
3001,5,50253,2
3001,5,50481,2
3001,5,50145,1
3001,6,50812,1
3001,6,50727,1
3001,6,50691,1
3001,6,50469,2
3001,6,50978,2
3001,6,50878,1
3001,6,50321,2
3001,6,50113,1
3001,7,50930,1
3001,7,50200,1
3001,7,50893,1
3001,7,50421,1
3001,7,50228,1
3001,8,50949,2
3001,8,50280,1
3001,8,50036,1
3001,8,50971,1
3001,8,50388,1
3001,9,50700,1
3001,9,50271,1
3001,9,50363,1
3001,9,50979,1
3001,10,50475,1
3001,10,50958,1
3001,10,50224,1
3001,10,50175,1
3001,10,50157,1
3001,10,50766,2
3001,11,50450,1
3001,11,50595,1
3001,11,50988,1
3001,11,50339,1
3001,12,50402,2
3001,12,50335,2
3001,12,50429,1
3001,12,50655,1
3001,12,50870,1
3001,12,50218,1
3001,12,50479,1
3001,13,50225,1
3001,13,50294,2
3001,13,50626,1
3001,13,50952,2
3001,13,50085,1
3001,13,50906,1
3001,14,50337,1
3001,14,50279,1
3001,14,50010,2
3001,14,50351,1
3001,15,50857,1
3001,15,50406,1
3001,15,50484,1
3001,15,50912,1
3001,16,50765,1
3001,16,50012,1
3001,16,50435,1
3001,16,50521,1
3001,16,50815,1
3001,16,50770,2
3001,16,50911,1
3001,17,50058,2
3001,17,50397,1
3001,17,50132,1
3001,17,50146,2
3001,17,50999,1
3001,17,50807,2
3001,17,50340,1
3001,18,50866,1
3001,18,50029,1
3001,18,50633,1
3001,18,50535,1
3001,18,50414,1
3001,18,50925,2
3001,18,50580,2
3001,18,50244,2
3001,18,50657,1
3001,19,50608,2
3001,19,50511,1
3001,19,50685,1
3001,19,50165,1
3001,19,50186,1
3001,19,50057,1
3001,20,50953,1
3001,20,50868,1
3001,20,50627,1
3001,20,50168,1
3001,20,50458,1
3001,20,50102,2
3001,21,50223,1
3001,21,50605,1
3001,21,50247,1
3001,21,50731,2
3001,22,50444,1
3001,22,50631,1
3001,22,50040,2
3001,22,50167,1
3001,22,50364,2
3001,22,50897,1
3001,23,50918,1
3001,23,50133,1
3001,23,50542,2
3001,23,50413,1
3001,23,50277,1
3001,23,50558,1
3001,23,50980,1
3001,24,50740,1
3001,24,50324,1
3001,24,50796,1
3001,24,50075,1
3001,24,50532,1
3001,24,50654,1
3001,24,50069,1
3001,25,50015,1
3001,25,50255,1
3001,25,50965,2
3001,25,50368,1
3001,25,50742,2
3001,25,50238,1
3001,26,50462,1
3001,26,50732,2
3001,26,50131,1
3001,26,50067,1
3001,26,50876,1
3001,26,50801,1
3001,26,50874,2
3001,26,50153,1
3001,27,50231,2
3001,27,50401,1
3001,27,50219,1
3001,27,50108,1
3001,27,50977,1
3001,27,50441,1
3001,27,50851,2
3001,27,50745,2
3001,28,50051,1
3001,28,50493,2
3001,28,50572,1
3001,28,50031,1
3001,28,50232,2
3001,28,50099,1
3001,29,50251,1
3001,29,50180,2
3001,29,50252,1
3001,29,50927,1
3001,29,50486,1
3001,30,50713,1
3001,30,50173,1
3001,30,50724,1
3001,30,50084,1
3001,30,50806,1
3001,31,50325,1
3001,31,50895,2
3001,31,50888,1
3001,31,50103,1
3001,32,50267,1
3001,32,50710,1
3001,32,50606,1
3001,32,50593,1
3001,32,50159,1
3001,33,50931,2
3001,33,50837,1
3001,33,50522,1
3001,33,50667,1
3001,33,50780,2
3001,33,50220,2
3001,33,50919,1
3001,33,50623,1
3001,34,50490,1
3001,34,50260,1
3001,34,50152,1
3001,34,50281,2
3001,35,50197,1
3001,35,50566,1
3001,35,50510,1
3001,35,50884,1
3001,35,50035,2
3001,35,50649,1
3001,35,50786,1
3001,36,50841,1
3001,36,50545,1
3001,36,50761,1
3001,36,50721,1
3001,36,50129,1
3001,36,50235,1
3001,36,50258,1
3001,37,50844,1
3001,37,50434,1
3001,37,50021,1
3001,37,50926,2
3001,37,50645,1
3001,37,50695,1
3001,38,50592,2
3001,38,50676,1
3001,38,50318,1
3001,38,50661,1
3001,38,50556,2
3001,38,50808,1
3001,39,50060,2
3001,39,50833,1
3001,39,50725,2
3001,39,50147,1
3001,39,50760,1
3001,39,50463,1
3001,40,50431,1
3001,40,50353,2
3001,40,50236,2
3001,40,50312,1
3001,40,50310,1
3001,41,50970,1
3001,41,50332,1
3001,41,50139,1
3001,41,50705,1
3001,42,50358,2
3001,42,50439,1
3001,42,50317,1
3001,42,50694,1
3001,42,50464,1
3001,42,50240,2
3001,42,50367,1
3001,42,50797,1
3001,43,50063,1
3001,43,50872,2
3001,43,50432,1
3001,43,50547,1
3001,43,50269,2
3001,43,50996,1
3001,44,50665,1
3001,44,50905,1
3001,44,50699,1
3001,44,50638,1
3001,44,50400,2
3001,45,50386,1
3001,45,50409,2
3001,45,50114,1
3001,45,50861,1
3001,45,50726,1
3001,45,50824,1
3001,46,50923,1
3001,46,50116,1
3001,46,50845,1
3001,46,50538,1
3001,46,50836,1
3001,46,50043,1
3001,46,50839,1
3001,47,50207,1
3001,47,50795,2
3001,47,50452,2
3001,47,50213,2
3001,47,50834,2
3001,47,50571,1
3001,48,50530,1
3001,48,50569,1
3001,48,50656,2
3001,48,50686,2
3001,48,50182,1
3001,49,50702,1
3001,49,50478,1
3001,49,50320,2
3001,49,50392,1
3001,49,50326,1
3001,49,50298,1
3001,50,50017,1
3001,50,50082,1
3001,50,50860,1
3001,50,50362,1
3001,50,50148,1
3001,50,50853,1
3001,50,50672,1
3001,51,50909,1
3001,51,50825,1
3001,51,50352,1
3001,51,50378,1
3001,52,50313,1
3001,52,50083,1
3001,52,50394,1
3001,52,51000,1
3001,52,50730,1
3001,53,50417,1
3001,53,50733,2
3001,53,50193,2
3001,53,50772,1
3001,53,50195,1
3001,54,50212,1
3001,54,50875,1
3001,54,50156,2
3001,54,50442,1
3001,54,50204,1
3001,54,50286,1
3001,55,50211,1
3001,55,50768,1
3001,55,50233,1
3001,55,50611,1
3001,55,50249,1
3001,56,50097,1
3001,56,50799,1
3001,56,50062,2
3001,56,50331,1
3001,56,50196,1
3001,56,50810,1
3001,57,50095,1
3001,57,50453,1
3001,57,50852,1
3001,57,50206,1
3001,57,50677,1
3001,57,50840,1
3001,58,50379,1
3001,58,50775,1
3001,58,50954,2
3001,58,50784,2
3001,58,50651,1
3001,58,50405,1
3001,59,50941,1
3001,59,50121,1
3001,59,50838,1
3001,59,50933,1
3001,60,50045,1
3001,60,50265,1
3001,60,50889,1
3001,60,50502,2
3001,60,50653,1
3001,60,50205,1
3001,61,50612,1
3001,61,50951,1
3001,61,50019,1
3001,61,50790,1
3001,61,50037,1
3001,62,50297,1
3001,62,50494,1
3001,62,50803,1
3001,62,50344,1
3001,62,50111,1
3001,63,50990,1
3001,63,50276,1
3001,63,50246,1
3001,63,50054,1
3001,63,50380,1
3001,64,50160,1
3001,64,50660,2
3001,64,50928,1
3001,64,50396,1
3001,64,50670,2
3001,64,50385,1
3001,65,50179,1
3001,65,50865,1
3001,65,50856,1
3001,65,50546,1
3001,65,50683,1
3001,65,50703,1
3001,66,50967,1
3001,66,50822,1
3001,66,50935,2
3001,66,50498,1
3001,66,50604,1
3001,66,50588,1
3001,66,50679,1
3001,67,50736,1
3001,67,50341,1
3001,67,50855,1
3001,68,50482,1
3001,68,50782,1
3001,68,50088,2
3001,68,50078,1
3001,68,50407,1
