date,store_id,sku_id,units_sold,revenue,margin
2024-06-01,3007,50097,3,40.32,11.52
2024-06-01,3007,50242,3,25.92,7.41
2024-06-01,3007,50466,6,216.24,61.8
2024-06-01,3007,50193,3,40.77,11.64
2024-06-01,3007,50823,6,391.44,111.84
2024-06-01,3007,50409,3,36.63,10.47
2024-06-01,3007,50851,4,112.24,32.08
2024-06-01,3007,50910,3,146.46,41.85
2024-06-01,3007,50122,6,383.46,109.56
2024-06-01,3007,50533,1,36.39,10.4
2024-06-01,3007,50765,1,64.05,18.3
2024-06-01,3007,50330,1,69.33,19.81
2024-06-01,3007,50476,1,52.54,15.01
2024-06-01,3007,50834,4,223.44,63.84
2024-06-01,3007,50869,3,114.03,32.58
2024-06-01,3007,50155,1,68.66,19.62
2024-06-01,3007,50853,1,10.26,2.93
2024-06-01,3007,50885,3,28.14,8.04
2024-06-01,3007,50977,3,25.59,7.32
2024-06-01,3007,50230,1,39.87,11.39
2024-06-01,3007,50906,3,152.25,43.5
2024-06-01,3007,50131,3,35.61,10.17
2024-06-01,3007,50981,4,44.36,12.68
2024-06-01,3007,50882,4,117.0,33.44
2024-06-01,3007,50455,3,40.41,11.55
2024-06-01,3007,50767,3,157.11,44.88
2024-06-01,3007,50154,3,99.72,28.5
2024-06-01,3007,50748,9,236.25,67.5
2024-06-01,3008,50035,6,167.4,47.82
2024-06-01,3008,50589,2,72.26,20.64
2024-06-01,3008,50212,4,148.52,42.44
2024-06-01,3008,50699,2,105.02,30.0
2024-06-01,3008,50007,2,108.86,31.1
2024-06-01,3008,50030,4,217.0,62.0
2024-06-01,3008,50517,1,67.79,19.37
2024-06-01,3008,50974,1,68.89,19.68
2024-06-01,3008,50479,2,56.06,16.02
2024-06-01,3008,50701,3,189.3,54.09
2024-06-01,3008,50176,1,51.67,14.76
2024-06-01,3008,50205,1,11.1,3.17
2024-06-01,3008,50763,1,60.42,17.26
2024-06-01,3008,50988,1,29.13,8.32
2024-06-01,3008,50384,3,183.57,52.44
2024-06-01,3008,50813,1,17.43,4.98
2024-06-01,3008,50806,5,273.65,78.2
2024-06-01,3008,50155,1,68.66,19.62
2024-06-01,3008,50601,1,28.62,8.18
2024-06-01,3008,50686,1,50.36,14.39
2024-06-01,3009,50626,1,37.55,10.73
2024-06-01,3009,50097,2,26.88,7.68
2024-06-01,3009,50557,2,14.16,4.04
2024-06-01,3009,50605,1,52.12,14.89
2024-06-01,3009,50607,2,23.52,6.72
2024-06-01,3009,50583,2,130.46,37.28
2024-06-01,3009,50259,2,31.38,8.96
2024-06-01,3009,50407,2,73.3,20.94
2024-06-01,3009,50322,1,17.86,5.1
2024-06-01,3009,50283,1,63.42,18.12
2024-06-01,3009,50828,2,51.68,14.76
2024-06-01,3009,50359,1,33.67,9.62
2024-06-01,3009,50077,1,38.96,11.13
2024-06-01,3009,50350,2,23.38,6.68
2024-06-01,3009,50913,1,52.98,15.14
2024-06-01,3009,50094,1,69.03,19.72
2024-06-01,3009,50130,1,38.84,11.1
2024-06-01,3009,50270,3,143.94,41.13
2024-06-01,3009,50207,1,66.72,19.06
2024-06-01,3009,50934,2,125.22,35.78
2024-06-01,3009,50771,2,103.96,29.7
2024-06-01,3009,50800,3,171.18,48.9
2024-06-01,3009,50509,4,259.72,74.2
2024-06-01,3009,50284,1,28.6,8.17
2024-06-01,3009,50585,1,36.97,10.56
2024-06-01,3009,50962,1,34.68,9.91
2024-06-01,3009,50148,2,63.7,18.2
2024-06-01,3009,50684,4,181.88,51.96
2024-06-01,3009,50483,2,137.84,39.38
2024-06-01,3009,50573,3,107.61,30.75
2024-06-01,3009,50264,2,118.56,33.88
2024-06-01,3009,50711,4,246.96,70.56
2024-06-01,3009,50073,1,62.93,17.98
2024-06-01,3009,50397,1,56.88,16.25
2024-06-01,3009,50750,1,50.74,14.5
2024-06-01,3009,50226,2,104.86,29.96
2024-06-01,3009,50543,2,38.42,10.98
2024-06-01,3009,50621,1,41.17,11.76
2024-06-01,3009,50400,3,170.73,48.78
2024-06-01,3009,50401,1,29.95,8.56
2024-06-01,3009,50973,2,130.4,37.26
2024-06-01,3009,50099,3,52.38,14.97
2024-06-01,3009,50597,2,52.38,14.96
2024-06-01,3009,50121,2,42.06,12.02
2024-06-01,3009,50523,2,50.32,14.38
2024-06-01,3009,50326,2,131.48,37.56
2024-06-01,3009,50784,1,27.8,7.94
2024-06-01,3009,50221,1,48.2,13.77
2024-06-01,3009,50992,3,86.94,24.84
2024-06-01,3009,50385,2,80.58,23.02
2024-06-01,3009,50834,2,111.72,31.92
2024-06-01,3009,50147,1,14.08,4.02
2024-06-01,3009,50850,2,27.5,7.86
2024-06-01,3009,50232,3,152.37,43.53
2024-06-01,3009,50947,3,132.96,37.98
2024-06-01,3009,50713,3,173.64,49.62
2024-06-01,3010,50237,1,25.96,7.42
2024-06-01,3010,50995,4,73.24,20.92
2024-06-01,3010,50456,4,101.2,28.92
2024-06-01,3010,50165,3,206.13,58.89
2024-06-01,3010,50638,3,177.99,50.85
2024-06-01,3010,50245,1,66.67,19.05
2024-06-01,3010,50468,7,274.12,78.33
2024-06-01,3010,50305,6,277.98,79.44
2024-06-01,3010,50885,1,9.38,2.68
2024-06-01,3010,50510,1,8.27,2.36
2024-06-01,3010,50716,3,99.3,28.38
2024-06-01,3010,50077,4,155.84,44.52
2024-06-01,3010,50930,3,185.43,52.98
2024-06-01,3010,50070,1,58.31,16.66
2024-06-01,3010,50701,6,378.6,108.18
2024-06-01,3010,50747,1,63.15,18.04
2024-06-01,3010,50381,3,90.18,25.77
2024-06-01,3010,50557,4,28.32,8.08
2024-06-01,3010,50454,6,186.42,53.28
2024-06-01,3010,50024,7,133.77,38.22
2024-06-01,3010,50469,1,8.93,2.55
2024-06-01,3010,50260,4,131.56,37.6
2024-06-01,3010,50914,4,126.88,36.24
2024-06-01,3010,50654,3,81.57,23.31
2024-06-01,3010,50315,3,99.12,28.32
2024-06-01,3010,50060,1,30.16,8.62
2024-06-01,3010,50181,6,62.34,17.82
2024-06-01,3010,50933,1,19.36,5.53
2024-06-01,3010,50770,3,63.39,18.12
2024-06-01,3010,50056,6,162.06,46.32
2024-06-01,3010,50990,3,63.24,18.06
2024-06-01,3010,50448,1,20.37,5.82
2024-06-01,3010,50397,1,56.88,16.25
2024-06-01,3010,50575,3,90.27,25.8
2024-06-01,3010,50752,6,208.32,59.52
2024-06-01,3010,50661,1,57.76,16.5
2024-06-01,3010,50223,6,265.44,75.84
2024-06-01,3010,50352,1,63.29,18.08
2024-06-01,3010,50351,1,63.35,18.1
2024-06-01,3010,50378,4,44.96,12.84
2024-06-01,3010,50447,3,61.35,17.52
2024-06-01,3010,50153,1,53.24,15.21
2024-06-01,3010,50030,6,325.5,93.0
2024-06-01,3010,50560,4,90.68,25.92
2024-06-01,3010,50810,1,52.54,15.01
2024-06-01,3010,50546,3,194.79,55.65
2024-06-01,3010,50426,3,143.76,41.07
2024-06-01,3010,50007,1,54.43,15.55
2024-06-01,3010,50964,3,170.49,48.72
2024-06-01,3010,50729,4,87.88,25.12
2024-06-01,3010,50976,1,10.23,2.92
2024-06-01,3010,50445,3,204.12,58.32
2024-06-01,3010,50346,3,131.16,37.47
2024-06-01,3010,50329,7,392.98,112.28
2024-06-01,3010,50243,3,182.58,52.17
2024-06-01,3010,50664,1,18.42,5.26
2024-06-01,3010,50987,3,149.31,42.66
2024-06-01,3010,50040,1,61.15,17.47
2024-06-01,3010,50410,4,200.32,57.24
2024-06-01,3010,50045,4,179.48,51.28
2024-06-01,3010,50371,3,83.55,23.88
